job_id,job_name,group_name,item_name,quantity,unit_cost,unit_price,cost_type,cost_code
22PBZmrKm96T,Exterior Repairs,Cedar Siding Repair,Hourly Rate,12,55,89,Materials,0000 Uncategorized
22PBZmrKm96T,Exterior Repairs,Cedar Siding Repair,1x6x12 Cedar Board,3,31.33,51.694500000000005,Materials,450 Siding & Trim
22PBZmrKm96T,Exterior Repairs,Cedar Siding Repair,1x8x12 cedar board,10,45.72,75.43800000000002,Materials,450 Siding & Trim
22PBZmrKm96T,Exterior Repairs,Garage Door Framing/Trim Repairs,Hourly Rate,3,55,89,Materials,0000 Uncategorized
22PBZmrKm96T,Exterior Repairs,Garage Door Framing/Trim Repairs,2x8x10 Pressure Treated Lumber,1,12.88,21.252000000000006,Materials,410 Framing
22PBZmrKm96T,Exterior Repairs,Garage Door Framing/Trim Repairs,10' Vinyl Brick Molding,3,21.14,34.88100000000001,Materials,1500 Doors & Windows
22PBZmrKm96T,Exterior Repairs,Fascia/Soffit Repair (Wood),Hourly Rate,10,55,89,Labor,0000 Uncategorized
22PBZmrKm96T,Exterior Repairs,Fascia/Soffit Repair (Wood),1x8x18 Vinyl Trim Plank,2,72,118.80000000000001,Materials,0000 Uncategorized
22PBZmrKm96T,Exterior Repairs,Fascia/Soffit Repair (Wood),2x6x10 Dimensional Lumber,3,13.05,21.532500000000006,Materials,410 Framing
22PBZmrKm96T,Exterior Repairs,Fascia/Soffit Repair (Wood),2x4x10 Dimensional Lumber,4,5.62,9.273000000000001,Materials,410 Framing
22PBZmrKm96T,Exterior Repairs,Fascia/Soffit Repair (Wood),Lexel Clear Paintable Solvent Caulk,4,11.28,18.612000000000002,Materials,6000 Completion
22PBZmrKm96T,Exterior Repairs,Fascia/Soffit Repair (Wood),1050 Quick Dry Siliconized Acrylic Latex Caulk,4,3.31,5.461500000000001,Materials,0000 Uncategorized
22PBZmrKm96T,Exterior Repairs,Cedar Siding Repair,Hourly Rate,12,55,89,Materials,0000 Uncategorized
22PBZmrKm96T,Exterior Repairs,Cedar Siding Repair,1x8x12 cedar board,10,45.72,75.43800000000002,Materials,450 Siding & Trim
22PBZmrKm96T,Exterior Repairs,Cedar Siding Repair,1x6x12 Cedar Board,3,31.33,51.694500000000005,Materials,450 Siding & Trim
22PBZmrKm96T,Exterior Repairs,Garage Door Framing/Trim Repairs,Hourly Rate,3,55,89,Materials,0000 Uncategorized
22PBZmrKm96T,Exterior Repairs,Garage Door Framing/Trim Repairs,10' Vinyl Brick Molding,3,21.14,34.88100000000001,Materials,1500 Doors & Windows
22PBZmrKm96T,Exterior Repairs,Garage Door Framing/Trim Repairs,2x8x10 Pressure Treated Lumber,1,12.88,21.252000000000006,Materials,410 Framing
22PBZmrKm96T,Exterior Repairs,Fascia/Soffit Repair (Wood),Hourly Rate,10,55,89,Labor,0000 Uncategorized
22PBZmrKm96T,Exterior Repairs,Fascia/Soffit Repair (Wood),1x8x18 Vinyl Trim Plank,2,72,118.80000000000001,Materials,0000 Uncategorized
22PBZmrKm96T,Exterior Repairs,Fascia/Soffit Repair (Wood),2x6x10 Dimensional Lumber,3,13.05,21.532500000000006,Materials,410 Framing
22PBZmrKm96T,Exterior Repairs,Fascia/Soffit Repair (Wood),2x4x10 Dimensional Lumber,4,5.62,9.273000000000001,Materials,410 Framing
22PBZmrKm96T,Exterior Repairs,Fascia/Soffit Repair (Wood),Lexel Clear Paintable Solvent Caulk,4,11.28,18.612000000000002,Materials,6000 Completion
22PBZmrKm96T,Exterior Repairs,Fascia/Soffit Repair (Wood),1050 Quick Dry Siliconized Acrylic Latex Caulk,4,3.31,5.461500000000001,Materials,0000 Uncategorized
22PEizMQUtVW,Job 00082,2.10.1 - Exterior Fixtures/Outlets Sealing,Hourly Rate,1,55,89,Materials,210 In-House Labor
22PEizMQUtVW,Job 00082,2.10.1 - Exterior Fixtures/Outlets Sealing,Lexel Clear Paintable Solvent Caulk,1,11.28,18.612000000000002,Materials,820 Specialty Items
22PEizMQUtVW,Job 00082,2.12.1 - Deck/Porch Stairs Handrail Repair,Hourly Rate,8,55,89,Materials,0000 Uncategorized
22PEizMQUtVW,Job 00082,2.12.1 - Deck/Porch Stairs Handrail Repair,2x4x10 PT,2,8.71,14.55,Materials,0000 Uncategorized
22PEizMQUtVW,Job 00082,2.12.1 - Deck/Porch Stairs Handrail Repair,Deckmate 3 inch wood screw,1,12.98,21.417000000000005,Materials,410 Framing
22PEizMQUtVW,Job 00082,2.12.1 - Deck/Porch Stairs Handrail Repair,4x4x8 PT,1,10.77,17.99,Materials,0000 Uncategorized
22PEizMQUtVW,Job 00082,2.12.1 - Deck/Porch Stairs Handrail Repair,4x4 Standoff Post Base,2,12.23,20.42,Materials,0000 Uncategorized
22PEizMQUtVW,Job 00082,"5.4.1&2, 5.5.1-4, 5.8.3-5 - Crawlspace Moisture Mitigation/Insulation Repair",Subcontractor,1,9925,14390.31462954908,Labor,0000 Uncategorized
22PEizMQUtVW,Job 00082,5.7.1 - Floor Point Shoring STL-22,STL-22,1,61.24,409.05,Materials,0000 Uncategorized
22PEizMQUtVW,Job 00082,5.7.1 - Floor Point Shoring STL-22,RapidSet,1,16.18,27.02,Materials,0000 Uncategorized
22PEizMQUtVW,Job 00082,5.7.1 - Floor Point Shoring STL-22,STL-JHD (Double) U-Head,1,68.18,136.36,Materials,0000 Uncategorized
22PEizMQUtVW,Job 00082,5.7.1 - Floor Point Shoring STL-22,Base Plate - 12,1,56.22,108.72,Materials,0000 Uncategorized
22PEizMQUtVW,Job 00082,5.7.1 - Floor Point Shoring STL-22,Hourly Rate,4,55,89,Materials,0000 Uncategorized
22PEizMQUtVW,Job 00082,5.8.2 - Leaking Toilet Repair,Subcontractor,,1350,1957.4999999999998,Labor,0000 Uncategorized
22PEizMQUtVW,Job 00082,7.5.2 - Window Lock Replacement,Hourly Rate,0.5,55,89,Materials,0000 Uncategorized
22PEizMQUtVW,Job 00082,7.5.2 - Window Lock Replacement,Special Order Materials,1,15,24.750000000000004,Materials,0000 Uncategorized
22PEizMQUtVW,Job 00082,8.4.2 - Sink Drain Repair,Oatey 1-1/4 in. White Plastic Sink Drain P- Trap,1,4.69,0,Materials,0000 Uncategorized
22PEizMQUtVW,Job 00082,8.4.2 - Sink Drain Repair,Hourly Rate,3,55,89,Materials,0000 Uncategorized
22PEizMQUtVW,Job 00082,"8.5.1, 8.5.5 - Seal Shower Fixtures",GESilicone 1 10.1 oz. White Bath Tub and Tile Caulk,1,8.98,16,Materials,0000 Uncategorized
22PEizMQUtVW,Job 00082,"8.5.1, 8.5.5 - Seal Shower Fixtures",Hourly Rate,2,55,89,Materials,0000 Uncategorized
22PEizMQUtVW,Job 00082,8.5.4 - Seal Tub/Shower Gaps,GESilicone 1 10.1 oz. White Bath Tub and Tile Caulk,2,8.98,16,Materials,0000 Uncategorized
22PEizMQUtVW,Job 00082,8.5.4 - Seal Tub/Shower Gaps,Hourly Rate,1,55,89,Materials,0000 Uncategorized
22PEizMQUtVW,Job 00082,8.6.2 - Shower Head Repair,Hourly Rate,0.5,55,89,Materials,0000 Uncategorized
22PEjfcGgk7H,Job 00083,Floor Point Shoring STL-14,STL-14,4,207.06,341.64900000000006,Materials,0000 Uncategorized
22PEjfcGgk7H,Job 00083,Floor Point Shoring STL-14,STL-JHD (Double) U-Head,2,68.18,112.49700000000003,Materials,0000 Uncategorized
22PEjfcGgk7H,Job 00083,Floor Point Shoring STL-14,Base Plate - 12,4,56.22,92.76300000000002,Materials,0000 Uncategorized
22PEjfcGgk7H,Job 00083,Floor Point Shoring STL-14,Hourly Rate,16,55,89,Materials,0000 Uncategorized
22PEjfcGgk7H,Job 00083,Floor Point Shoring STL-14,STL-14,4,207.06,341.64900000000006,Materials,0000 Uncategorized
22PEjfcGgk7H,Job 00083,Floor Point Shoring STL-14,STL-JHD (Double) U-Head,2,68.18,112.49700000000003,Materials,0000 Uncategorized
22PEjfcGgk7H,Job 00083,Floor Point Shoring STL-14,Base Plate - 12,4,56.22,92.76300000000002,Materials,0000 Uncategorized
22PEjfcGgk7H,Job 00083,Floor Point Shoring STL-14,Hourly Rate,16,55,89,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,2.3.1 - Roof Vent Boot Repair,Henry 208R Rubberized Wet Patch 10.1 oz Roof Cement Leak Repair,1,7.24,12.09,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,2.3.1 - Roof Vent Boot Repair,Grip-Rite#11 x 1-1/4 in. Electro-Galvanized Steel Roofing Nails (1 lb.-Pack),1,4.98,8.32,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,2.3.1 - Roof Vent Boot Repair,Hourly Rate,2,55,89,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,2.4.1 - Kickout Flashing Install,Grip-Rite#11 x 1-1/4 in. Electro-Galvanized Steel Roofing Nails (1 lb.-Pack),1,4.98,8.32,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,2.4.1 - Kickout Flashing Install,Henry 208R Rubberized Wet Patch 10.1 oz Roof Cement Leak Repair,1,7.24,12.09,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,2.4.1 - Kickout Flashing Install,Black Kickout Flashing,2,12.01,20.06,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,2.4.1 - Kickout Flashing Install,Hourly Rate,3,55,89,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,"3.2.2, 3.6.2, 3.7.1 - Porch Railing/Deck Repair",Deckmate 3 inch wood screw,1,12.98,21.417000000000005,Materials,410 Framing
22PEjpwm8u66,Job 00084,"3.2.2, 3.6.2, 3.7.1 - Porch Railing/Deck Repair",Hourly Rate,16,55,89,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,"3.2.2, 3.6.2, 3.7.1 - Porch Railing/Deck Repair",2x4x12 PT,6,10.84,18.11,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,"3.2.2, 3.6.2, 3.7.1 - Porch Railing/Deck Repair",PT Deck Board Premium Pine - 12',10,14.53,24.27,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,"3.2.2, 3.6.2, 3.7.1 - Porch Railing/Deck Repair",Custom Gallon Paint/Stain,2,60,99.00000000000001,Materials,2300 Painting
22PEjpwm8u66,Job 00084,8.9.1 - Smoke/co2 Detector Installation,Carbon Monoxide Detector (Battery Powered),2,18.57,31.01,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,8.9.1 - Smoke/co2 Detector Installation,Smoke Detector (Battery Powered),4,18.97,31.68,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,8.9.1 - Smoke/co2 Detector Installation,Hourly Rate,2,55,89,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,HVAC Evaluation,Hourly Rate,4,55,75.9,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,Crawl Space and Moisture Control,Crawl Space Clean Out (Medium),1,500,725,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,Crawl Space and Moisture Control,"10 Mil Vapor Barrier, on Ground Installation",1850,1.15,1.6674999999999998,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,Crawl Space and Moisture Control,70 Pint Crawl Space Dehumidifier (Santa Fe Compact70),1,1800,2610,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,Crawl Space and Moisture Control,Crawl Space Vent Sealing,1,350,507.49999999999994,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,Floor Girder Repair,1/2 in. Hot Dipped Galvanized Cut Washer (50-Box),,23.8,44.03,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,Floor Girder Repair,Everbilt 1/2 in.-13 x 8 in. Galvanized Carriage Bolt (25-Pack),,104.8,193.88,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,Floor Girder Repair,2x10x8 ft PT,2,18.41,30.74,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,Floor Girder Repair,2 7/8 in HeadLoks,20,0.47,0.79,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,Floor Girder Repair,Temporary Use of Ellis Jacks Lifting Shores,1,0,175,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,Floor Girder Repair,Hourly Rate,8,55,89,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,2.3.1 - Roof Vent Boot Repair,Henry 208R Rubberized Wet Patch 10.1 oz Roof Cement Leak Repair,1,7.24,12.09,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,2.3.1 - Roof Vent Boot Repair,Grip-Rite#11 x 1-1/4 in. Electro-Galvanized Steel Roofing Nails (1 lb.-Pack),1,4.98,8.32,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,2.3.1 - Roof Vent Boot Repair,Hourly Rate,2,55,89,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,2.4.1 - Kickout Flashing Install,Grip-Rite#11 x 1-1/4 in. Electro-Galvanized Steel Roofing Nails (1 lb.-Pack),1,4.98,8.32,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,2.4.1 - Kickout Flashing Install,Henry 208R Rubberized Wet Patch 10.1 oz Roof Cement Leak Repair,1,7.24,12.09,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,2.4.1 - Kickout Flashing Install,Black Kickout Flashing,2,12.01,20.06,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,2.4.1 - Kickout Flashing Install,Hourly Rate,3,55,89,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,"3.2.2, 3.6.2, 3.7.1 - Porch Railing/Deck Repair",2x4x12 PT,6,10.84,18.11,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,"3.2.2, 3.6.2, 3.7.1 - Porch Railing/Deck Repair",PT Deck Board Premium Pine - 12',10,14.53,24.27,Materials,0000 Uncategorized
22PEjpwm8u66,Job 00084,"3.2.2, 3.6.2, 3.7.1 - Porch Railing/Deck Repair",Custom Gallon Paint/Stain,2,60,99.00000000000001,Materials,2300 Painting
22PEjpwm8u66,Job 00084,"3.2.2, 3.6.2, 3.7.1 - Porch Railing/Deck Repair",Deckmate 3 inch wood screw,1,12.98,21.417000000000005,Materials,410 Framing
22PEjpwm8u66,Job 00084,"3.2.2, 3.6.2, 3.7.1 - Porch Railing/Deck Repair",Hourly Rate,16,55,89,Materials,0000 Uncategorized
22PF9fVjp26V,Job 00085,"3.9.1,  4.6.1, 4.8.2, 5.2.2 - Exterior Wood Rot Repairs",Royal Mouldings 10 ft. x 1-63/64 in. x 1-15/64 in. Vinyl Brick Molding,1,21.14,34.88100000000001,Materials,1500 Doors & Windows
22PF9fVjp26V,Job 00085,"3.9.1,  4.6.1, 4.8.2, 5.2.2 - Exterior Wood Rot Repairs",1x8x18 Vinyl Trim Plank,1,72,118.80000000000001,Materials,0000 Uncategorized
22PF9fVjp26V,Job 00085,"3.9.1,  4.6.1, 4.8.2, 5.2.2 - Exterior Wood Rot Repairs",Custom Gallon Paint/Stain,1,60,99.00000000000001,Materials,2300 Painting
22PF9fVjp26V,Job 00085,"3.9.1,  4.6.1, 4.8.2, 5.2.2 - Exterior Wood Rot Repairs",1x4x18 Vinyl Trim plank,2,34.2,57.12,Materials,0000 Uncategorized
22PF9fVjp26V,Job 00085,"3.9.1,  4.6.1, 4.8.2, 5.2.2 - Exterior Wood Rot Repairs",1050 Quick Dry Siliconized Acrylic Latex Caulk,1,3.31,5.461500000000001,Materials,0000 Uncategorized
22PF9fVjp26V,Job 00085,"3.9.1,  4.6.1, 4.8.2, 5.2.2 - Exterior Wood Rot Repairs",Hourly Rate,8,55,89,Materials,0000 Uncategorized
22PF9fVjp26V,Job 00085,3.17.2 - Fill Holes in Patio Ceiling,Minwax Color-Matched Wood Filler,1,9.29,15.328500000000002,Materials,0000 Uncategorized
22PF9fVjp26V,Job 00085,3.17.2 - Fill Holes in Patio Ceiling,Hourly Rate,1,55,89,Materials,0000 Uncategorized
22PF9fVjp26V,Job 00085,3.19.1&2 - Downspout Extender Installation,Hourly Rate,3,55,89,Materials,0000 Uncategorized
22PF9fVjp26V,Job 00085,3.19.1&2 - Downspout Extender Installation,Downspout Extender,1,8.97,14.98,Materials,0000 Uncategorized
22PF9fVjp26V,Job 00085,3.21.6 - Plumbing Evaluation,Hourly Rate,2,55,89,Materials,0000 Uncategorized
22PF9fVjp26V,Job 00085,6.2.2 - Downspout Drainage Pipe Repairs,ADS 4-in x 10-ft Corrugated Pipe,2,15.98,26.367000000000004,Labor,0000 Uncategorized
22PF9fVjp26V,Job 00085,6.2.2 - Downspout Drainage Pipe Repairs,4 in. Corrugated Snap Coupler,4,5.49,9.058500000000002,Materials,0000 Uncategorized
22PF9fVjp26V,Job 00085,6.2.2 - Downspout Drainage Pipe Repairs,Hourly Rate,6,55,89,Materials,0000 Uncategorized
22PF9fVjp26V,Job 00085,12.5.1 - Exterior GFCI Outlet Installation,"20 Amp 125-Volt Duplex SmarTest Self-Test SmartlockPro Tamper Resistant GFCI Outlet, White",,23.6,38.94000000000001,Materials,0000 Uncategorized
22PF9fVjp26V,Job 00085,12.5.1 - Exterior GFCI Outlet Installation,Hourly Rate,2,55,89,Materials,0000 Uncategorized
22PF9fVjp26V,Job 00085,"12.7.1, 12.7.6, 12.8.1, 12.8.2, 12.8.4 - Electrical System Evaluation",Hourly Rate,4,55,89,Materials,0000 Uncategorized
22PF9fVjp26V,Job 00085,18.1.1 - Refrigerant Line Insulation Repair,"1/2"" Refrigerant Line/Pipe Insulation",,8.58,14.33,Materials,0000 Uncategorized
22PF9fVjp26V,Job 00085,18.1.1 - Refrigerant Line Insulation Repair,Hourly Rate,,55,89,Materials,0000 Uncategorized
22PF9fVjp26V,Job 00085,19.1.2 - Clean AC Unit Coil,Hourly Rate,3,55,89,Materials,0000 Uncategorized
22PF9fVjp26V,Job 00085,25.1.1 - Remove Wood Stored in Crawlspace,Hourly Rate,2,55,89,Materials,0000 Uncategorized
22PFAALbYpsn,Job 00086,Crawlspace Entrance Remodel,Tapcon 1/4 in. x 1-1/4 in. Hex-Washer-Head Concrete Anchors (75-Pack),1,21.64,36.14,Materials,0000 Uncategorized
22PFAALbYpsn,Job 00086,Crawlspace Entrance Remodel,Hydraulic Cement,1,19.93,33.29,Materials,0000 Uncategorized
22PFAALbYpsn,Job 00086,Crawlspace Entrance Remodel,Lexel Clear Paintable Solvent Caulk,1,11.28,18.612000000000002,Materials,6000 Completion
22PFAALbYpsn,Job 00086,Crawlspace Entrance Remodel,Hourly Rate,16,55,89,Materials,0000 Uncategorized
22PFAALbYpsn,Job 00086,Crawlspace Entrance Remodel,Subcontractor,1,2200,3190,Labor,0000 Uncategorized
22PFAALbYpsn,Job 00086,Crawlspace Entrance Remodel,Bilco Basement Door,1,1267,2090.55,Labor,0000 Uncategorized
22PFAALbYpsn,Job 00086,Crawlspace Entrance Remodel,Custom Gallon Paint/Stain,2,60,99.00000000000001,Materials,2300 Painting
22PFAALbYpsn,Job 00086,Exterior Trim Repairs,Vinyl Door Jamb,0.25,65.96,108.834,Materials,1500 Doors & Windows
22PFAALbYpsn,Job 00086,Exterior Trim Repairs,1x2 PVC Trim Plank,8,9.02,15.06,Materials,0000 Uncategorized
22PFAALbYpsn,Job 00086,Exterior Trim Repairs,"1 5/8"" PVC Crown Mould (Shingle Mould)",8,13.98,23.35,Materials,0000 Uncategorized
22PFAALbYpsn,Job 00086,Exterior Trim Repairs,1x10x18 Vinyl Trim Plank,3,94.5,157.82,Materials,0000 Uncategorized
22PFAALbYpsn,Job 00086,Exterior Trim Repairs,1x8x18 Vinyl Trim Plank,3,72,118.80000000000001,Materials,0000 Uncategorized
22PFAALbYpsn,Job 00086,Exterior Trim Repairs,Custom Gable Vent,1,225,371.25000000000006,Labor,0000 Uncategorized
22PFAALbYpsn,Job 00086,Exterior Trim Repairs,Royal Mouldings 10 ft. x 1-63/64 in. x 1-15/64 in. Vinyl Brick Molding,1,21.14,34.88100000000001,Materials,1500 Doors & Windows
22PFAALbYpsn,Job 00086,Exterior Trim Repairs,1-1/4 in. x 5-1/4 in. x 84 in. Vinyl Sill Moulding,1,40.96,68.4,Materials,0000 Uncategorized
22PFAALbYpsn,Job 00086,Exterior Trim Repairs,2x4x8 PT,1,6.19,10.34,Materials,0000 Uncategorized
22PFAALbYpsn,Job 00086,Exterior Trim Repairs,1-3/8 in. x 1-5/16 in. x 84 in. Vinyl Composite Sill Moulding Nosing,1,18.96,31.66,Materials,0000 Uncategorized
22PFAALbYpsn,Job 00086,Electrical,Specialty Electrical Service,,450,652.5,Materials,0000 Uncategorized
22PFAALbYpsn,Job 00086,Crawlspace Entrance Remodel,Custom Gallon Paint/Stain,2,60,99.00000000000001,Materials,2300 Painting
22PFAALbYpsn,Job 00086,Crawlspace Entrance Remodel,Tapcon 1/4 in. x 1-1/4 in. Hex-Washer-Head Concrete Anchors (75-Pack),1,21.64,36.14,Materials,0000 Uncategorized
22PFAALbYpsn,Job 00086,Crawlspace Entrance Remodel,Hydraulic Cement,1,19.93,33.29,Materials,0000 Uncategorized
22PFAALbYpsn,Job 00086,Crawlspace Entrance Remodel,Lexel Clear Paintable Solvent Caulk,1,11.28,18.612000000000002,Materials,6000 Completion
22PFAALbYpsn,Job 00086,Crawlspace Entrance Remodel,Hourly Rate,16,55,89,Materials,0000 Uncategorized
22PFAALbYpsn,Job 00086,Crawlspace Entrance Remodel,Subcontractor,1,2200,3190,Labor,0000 Uncategorized
22PFAALbYpsn,Job 00086,Crawlspace Entrance Remodel,Bilco Basement Door,1,1267,2090.55,Labor,0000 Uncategorized
22PFAALbYpsn,Job 00086,Exterior Trim Repairs,1x6x18 Vinyl Trim Plank,2,54.9,90.58500000000001,Materials,0000 Uncategorized
22PFAALbYpsn,Job 00086,Exterior Trim Repairs,Vinyl Door Jamb,0.25,65.96,108.834,Materials,1500 Doors & Windows
22PFAALbYpsn,Job 00086,Exterior Trim Repairs,1x2 PVC Trim Plank,8,9.02,15.06,Materials,0000 Uncategorized
22PFAALbYpsn,Job 00086,Exterior Trim Repairs,"1 5/8"" PVC Crown Mould (Shingle Mould)",8,13.98,23.35,Materials,0000 Uncategorized
22PFAALbYpsn,Job 00086,Exterior Trim Repairs,1x10x18 Vinyl Trim Plank,3,94.5,157.82,Materials,0000 Uncategorized
22PFAALbYpsn,Job 00086,Exterior Trim Repairs,1x8x18 Vinyl Trim Plank,3,72,118.80000000000001,Materials,0000 Uncategorized
22PFAALbYpsn,Job 00086,Exterior Trim Repairs,Custom Gable Vent,1,225,371.25000000000006,Labor,0000 Uncategorized
22PFAALbYpsn,Job 00086,Exterior Trim Repairs,Royal Mouldings 10 ft. x 1-63/64 in. x 1-15/64 in. Vinyl Brick Molding,1,21.14,34.88100000000001,Materials,1500 Doors & Windows
22PFAALbYpsn,Job 00086,Exterior Trim Repairs,1-1/4 in. x 5-1/4 in. x 84 in. Vinyl Sill Moulding,1,40.96,68.4,Materials,0000 Uncategorized
22PFAALbYpsn,Job 00086,Exterior Trim Repairs,2x4x8 PT,1,6.19,10.34,Materials,0000 Uncategorized
22PFAALbYpsn,Job 00086,Electrical,Specialty Electrical Service,,450,652.5,Materials,0000 Uncategorized
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),Hourly Rate,18,55,89,Materials,0000 Uncategorized
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),1x4x16 Primed Radiata Pine,1,16.94,28.29,Materials,0000 Uncategorized
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),"Typar Butyl Flashing Tape - 4"" W x 75' L",1,25.75,43,Materials,0000 Uncategorized
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),Lexel Clear Paintable Solvent Caulk,1,11.28,18.612000000000002,Materials,6000 Completion
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),1050 Quick Dry Siliconized Acrylic Latex Caulk,1,3.31,5.461500000000001,Materials,0000 Uncategorized
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),Custom Gallon Paint/Stain,1,60,99.00000000000001,Materials,2300 Painting
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),Hourly Rate,18,55,89,Materials,0000 Uncategorized
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),1x4x16 Primed Radiata Pine,1,16.94,28.29,Materials,0000 Uncategorized
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),"Typar Butyl Flashing Tape - 4"" W x 75' L",1,25.75,43,Materials,0000 Uncategorized
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),Lexel Clear Paintable Solvent Caulk,1,11.28,18.612000000000002,Materials,6000 Completion
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),1050 Quick Dry Siliconized Acrylic Latex Caulk,1,3.31,5.461500000000001,Materials,0000 Uncategorized
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),Custom Gallon Paint/Stain,1,60,99.00000000000001,Materials,2300 Painting
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),Hourly Rate,18,55,,Materials,0000 Uncategorized
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),1x4x16 Primed Radiata Pine,1,16.94,,Materials,0000 Uncategorized
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),"Typar Butyl Flashing Tape - 4"" W x 75' L",1,25.75,,Materials,0000 Uncategorized
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),Lexel Clear Paintable Solvent Caulk,1,11.28,,Materials,6000 Completion
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),1050 Quick Dry Siliconized Acrylic Latex Caulk,1,3.31,,Materials,0000 Uncategorized
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),Custom Gallon Paint/Stain,1,60,,Materials,2300 Painting
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),Hourly Rate,18,54.99999999999999,89,Materials,0000 Uncategorized
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),1x4x16 Primed Radiata Pine,1,16.94,28.29,Materials,0000 Uncategorized
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),"Typar Butyl Flashing Tape - 4"" W x 75' L",1,25.749999999999996,43,Materials,0000 Uncategorized
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),Lexel Clear Paintable Solvent Caulk,1,11.28,18.61,Materials,6000 Completion
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),1050 Quick Dry Siliconized Acrylic Latex Caulk,1,3.3100000000000005,5.46,Materials,0000 Uncategorized
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),Custom Gallon Paint/Stain,1,60,99,Materials,2300 Painting
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),Hourly Rate,18,54.99999999999999,89,Materials,0000 Uncategorized
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),1x4x16 Primed Radiata Pine,1,16.94,28.29,Materials,0000 Uncategorized
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),"Typar Butyl Flashing Tape - 4"" W x 75' L",1,25.749999999999996,43,Materials,0000 Uncategorized
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),Lexel Clear Paintable Solvent Caulk,1,11.28,18.61,Materials,6000 Completion
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),1050 Quick Dry Siliconized Acrylic Latex Caulk,1,3.3100000000000005,5.46,Materials,0000 Uncategorized
22PFE2k8ucez,Job 00088,Exploratory Repair (Leak over window),Custom Gallon Paint/Stain,1,60,99,Materials,2300 Painting
22PFG8syVQ2x,Job 00089,"2.6.1, 2.7.1, 2.9.1 - Seal Gaps at Exterior Penetrations",Hourly Rate,3,55,89,Materials,0000 Uncategorized
